country,age,date,afr,gender,fertility_rate
United States of America,40-44,2003,0.00895911267970078,Female,8.95911267970078
United States of America,40-44,2004,0.00911719157192301,Female,9.117191571923009
United States of America,40-44,2005,0.00924467683473383,Female,9.244676834733829
United States of America,40-44,2006,0.00942124741457519,Female,9.421247414575191
United States of America,40-44,2007,0.00969241261548859,Female,9.692412615488589
United States of America,40-44,2008,0.01002359715067,Female,10.02359715067
United States of America,40-44,2009,0.0101515430504016,Female,10.1515430504016
United States of America,40-44,2010,0.0102182765289315,Female,10.218276528931499
United States of America,40-44,2011,0.0102907913835861,Female,10.290791383586098
United States of America,40-44,2012,0.0103096960267084,Female,10.3096960267084
United States of America,40-44,2013,0.0104194277043174,Female,10.4194277043174
United States of America,40-44,2014,0.0107319801935638,Female,10.731980193563802
United States of America,40-44,2015,0.0111579402329567,Female,11.157940232956701
United States of America,40-44,2016,0.011491863696577,Female,11.491863696577001
United States of America,40-44,2017,0.0116615995240534,Female,11.661599524053399
United States of America,40-44,2018,0.0117072444914154,Female,11.7072444914154
United States of America,40-44,2019,0.0116619156770716,Female,11.661915677071601
United States of America,45-49,2002,4.98795775146156e-4,Female,0.49879577514615603
United States of America,45-49,2003,5.13173009680191e-4,Female,0.513173009680191
United States of America,45-49,2004,5.30763356272733e-4,Female,0.530763356272733
United States of America,45-49,2005,5.51310563772358e-4,Female,0.551310563772358
United States of America,45-49,2006,5.75379149011661e-4,Female,0.575379149011661
United States of America,45-49,2007,6.04333287546696e-4,Female,0.6043332875466959
United States of America,45-49,2008,6.30679975992283e-4,Female,0.630679975992283
United States of America,45-49,2009,6.32182679898212e-4,Female,0.632182679898212
United States of America,45-49,2010,6.21177384839102e-4,Female,0.621177384839102
United States of America,45-49,2011,6.3261124131373e-4,Female,0.63261124131373
United States of America,45-49,2012,6.70578026686076e-4,Female,0.670578026686076
United States of America,45-49,2013,7.1011152124007e-4,Female,0.71011152124007
United States of America,45-49,2014,7.483772627498e-4,Female,0.7483772627498001
United States of America,45-49,2015,8.08669392512154e-4,Female,0.808669392512154
United States of America,45-49,2016,8.74199206434993e-4,Female,0.874199206434993
United States of America,45-49,2017,9.16825662190699e-4,Female,0.9168256621906989
United States of America,45-49,2018,9.33215972310375e-4,Female,0.933215972310375
United States of America,45-49,2019,9.25816760440831e-4,Female,0.9258167604408309
United States of America,50-54,2002,1.69126628397934e-5,Female,0.0169126628397934
United States of America,50-54,2003,1.74001515723744e-5,Female,0.017400151572374397
United States of America,50-54,2004,1.79965872600416e-5,Female,0.0179965872600416
United States of America,50-54,2005,1.86932811978333e-5,Female,0.0186932811978333
United States of America,50-54,2006,1.95093744517584e-5,Female,0.0195093744517584
United States of America,50-54,2007,2.0491122107332e-5,Female,0.020491122107332
United States of America,50-54,2008,2.13844589815161e-5,Female,0.0213844589815161
United States of America,50-54,2009,2.14354111462604e-5,Female,0.021435411146260398
United States of America,50-54,2010,2.10622547282201e-5,Female,0.0210622547282201
United States of America,50-54,2011,2.14499423734438e-5,Female,0.0214499423734438
United States of America,50-54,2012,2.27372817458055e-5,Female,0.022737281745805502
United States of America,50-54,2013,2.40777435090884e-5,Female,0.0240777435090884
United States of America,50-54,2014,2.5375219583899e-5,Female,0.025375219583899
United States of America,50-54,2015,2.7419544161959e-5,Female,0.027419544161959
United States of America,50-54,2016,2.964146283901e-5,Female,0.02964146283901
United States of America,50-54,2017,3.10867976036046e-5,Female,0.031086797603604603
United States of America,50-54,2018,3.1642543667838e-5,Female,0.031642543667838
United States of America,50-54,2019,3.13916586726852e-5,Female,0.0313916586726852
